id,estimated_value,asking_price,deadline,bids_avg,bids_count,value_diff,roi
18264222,4772350,4785050,26/12/25 at 07:09,-,0,-12700,-0.27
18050355,2373850,2380350,26/12/25 at 06:47,-,0,-6500,-0.27
18178586,2623100,2630450,27/12/25 at 06:43,-,0,-7350,-0.28
18121463,2314400,2320900,26/12/25 at 06:57,-,0,-6500,-0.28
18048861,2337250,2343750,26/12/25 at 07:32,-,0,-6500,-0.28
18121943,2664100,2671600,26/12/25 at 06:39,-,0,-7500,-0.28
18360518,3908350,3919600,26/12/25 at 06:56,-,0,-11250,-0.29
18212902,3744100,3754900,26/12/25 at 06:34,-,0,-10800,-0.29
18272518,3893350,3904600,26/12/25 at 06:56,-,0,-11250,-0.29
18132560,2454900,2462500,26/12/25 at 07:09,-,0,-7600,-0.31
18127556,2455000,2462600,28/12/25 at 06:48,-,0,-7600,-0.31
18085921,14871150,14916700,26/12/25 at 06:51,-,0,-45550,-0.31
18295618,3957800,3970150,26/12/25 at 06:47,-,0,-12350,-0.31
18147058,1802100,1808650,26/12/25 at 07:03,-,0,-6550,-0.36
18138504,2474750,2485500,26/12/25 at 07:34,-,0,-10750,-0.43
18121827,3553250,3570900,26/12/25 at 07:14,3.570.900 baht,0,-17650,-0.49
18160152,8028450,8070450,26/12/25 at 06:56,-,0,-42000,-0.52
18330788,7393300,7432500,26/12/25 at 06:41,-,0,-39200,-0.53
18031812,6543200,6580350,26/12/25 at 06:30,-,0,-37150,-0.56
18133394,59642800,60000000,26/12/25 at 13:59,-,0,-357200,-0.6
18241564,2295700,2310300,28/12/25 at 06:52,-,0,-14600,-0.63
18202829,4705900,4736250,26/12/25 at 07:18,-,0,-30350,-0.64
18234011,13388100,13478550,27/12/25 at 07:11,-,0,-90450,-0.67
18117645,3331900,3355050,27/12/25 at 06:56,-,0,-23150,-0.69
18185355,13445100,13583050,28/12/25 at 07:22,-,0,-137950,-1.02
18135082,3178850,3212300,28/12/25 at 06:41,-,0,-33450,-1.04
18368737,3745800,3786400,27/12/25 at 07:13,-,0,-40600,-1.07
17990457,34556800,35000000,1/1/26 at 12:44,-,0,-443200,-1.27
18302109,16199050,16409550,26/12/25 at 07:28,-,0,-210500,-1.28
18610519,11442650,11607350,28/12/25 at 06:46,-,0,-164700,-1.42
18369452,39137700,39745400,27/12/25 at 06:34,-,0,-607700,-1.53
18469441,19417850,19739550,26/12/25 at 06:49,-,0,-321700,-1.63
18446033,8087700,8235650,28/12/25 at 07:40,-,0,-147950,-1.8
18245008,23357550,23806200,26/12/25 at 07:07,-,0,-448650,-1.88
18572444,12778250,13033800,26/12/25 at 23:41,-,0,-255550,-1.96
18385536,15437150,15747900,27/12/25 at 07:25,-,0,-310750,-1.97
18387258,25228000,25750000,Today at 16:45,25.750.000 baht,0,-522000,-2.03
18527639,21385600,21830800,28/12/25 at 06:34,-,0,-445200,-2.04
18271677,33500100,34211450,28/12/25 at 06:38,-,0,-711350,-2.08
18389074,3957550,4042250,28/12/25 at 06:38,-,0,-84700,-2.1
18147036,33193750,33918650,28/12/25 at 06:58,-,0,-724900,-2.14
18324398,48159300,49234700,26/12/25 at 07:10,49.234.700 baht,0,-1075400,-2.18
18131717,11450950,11708900,26/12/25 at 06:57,-,0,-257950,-2.2
18119170,22470500,22992650,26/12/25 at 07:14,-,0,-522150,-2.27
18605760,25942100,26575100,27/12/25 at 07:30,-,0,-633000,-2.38
18430802,43926500,45000000,27/12/25 at 23:15,-,0,-1073500,-2.39
18293166,16330950,16732250,28/12/25 at 06:45,-,0,-401300,-2.4
18460976,13208650,13549200,26/12/25 at 07:34,-,0,-340550,-2.51
18311462,15028250,15418900,27/12/25 at 06:28,-,0,-390650,-2.53
18430359,5977900,6136450,28/12/25 at 06:33,-,0,-158550,-2.58
18499705,11464050,11786450,26/12/25 at 07:03,-,0,-322400,-2.74
18053011,2430050,2500000,27/12/25 at 22:01,-,0,-69950,-2.8
18317256,34016500,35000000,28/12/25 at 13:28,35.000.000 baht,0,-983500,-2.81
18393535,65619450,67594500,27/12/25 at 07:18,-,0,-1975050,-2.92
18376577,16923000,17458750,27/12/25 at 06:53,-,0,-535750,-3.07
18373017,35697650,36926350,28/12/25 at 06:51,-,0,-1228700,-3.33
18561049,21699000,22484450,28/12/25 at 07:13,-,0,-785450,-3.49
18074748,96391200,100000000,Today at 20:57,-,0,-3608800,-3.61
18468441,14954250,15529100,26/12/25 at 07:18,-,0,-574850,-3.7
17983427,14141600,14697300,28/12/25 at 07:13,-,0,-555700,-3.78
18140623,1956950,2034000,26/12/25 at 07:20,-,0,-77050,-3.79
18255624,4332350,4506100,28/12/25 at 07:33,-,0,-173750,-3.86
18327703,4381000,4571200,26/12/25 at 06:52,-,0,-190200,-4.16
18439854,5937900,6206650,27/12/25 at 06:31,-,0,-268750,-4.33
18343805,16630400,17384850,26/12/25 at 07:24,-,0,-754450,-4.34
18448271,13219700,13830800,28/12/25 at 06:53,-,0,-611100,-4.42
18329511,3700400,3872450,26/12/25 at 07:40,-,0,-172050,-4.44
18280043,14512900,15217050,28/12/25 at 06:46,-,0,-704150,-4.63
17996587,5480250,5747450,28/12/25 at 06:58,-,0,-267200,-4.65
18444374,7711450,8091200,26/12/25 at 06:57,-,0,-379750,-4.69
18372479,16169600,16974300,26/12/25 at 07:06,-,0,-804700,-4.74
18374678,7020650,7397750,26/12/25 at 06:43,-,0,-377100,-5.1
18019628,11253300,11860900,26/12/25 at 07:12,-,0,-607600,-5.12
18255076,4056100,4278150,28/12/25 at 07:35,-,0,-222050,-5.19
18388674,15592900,16449750,27/12/25 at 06:29,-,0,-856850,-5.21
18366984,8275800,8730750,26/12/25 at 07:01,-,0,-454950,-5.21
17995611,2418900,2552700,28/12/25 at 07:18,-,0,-133800,-5.24
18283639,12822200,13555800,26/12/25 at 06:47,-,0,-733600,-5.41
18404551,7020650,7428950,28/12/25 at 06:56,-,0,-408300,-5.5
18376891,4982300,5284300,28/12/25 at 06:37,-,0,-302000,-5.72
18165641,3328900,3534800,26/12/25 at 06:47,-,0,-205900,-5.82
18436155,61177700,65000000,27/12/25 at 13:54,-,0,-3822300,-5.88
18388599,12252500,13031650,28/12/25 at 07:18,-,0,-779150,-5.98
18588712,26089550,27776600,27/12/25 at 06:37,-,0,-1687050,-6.07
18499493,46960900,50000000,26/12/25 at 10:41,-,0,-3039100,-6.08
18389642,6051300,6445100,28/12/25 at 06:33,-,0,-393800,-6.11
18024470,10747350,11458100,26/12/25 at 06:33,-,0,-710750,-6.2
18206091,2168650,2312500,28/12/25 at 07:22,-,0,-143850,-6.22
18479097,5762000,6164750,26/12/25 at 07:31,-,0,-402750,-6.53
18444252,10245750,10973800,26/12/25 at 06:49,-,0,-728050,-6.63
18412436,4699150,5040450,26/12/25 at 06:52,-,0,-341300,-6.77
18245224,15945900,17123350,26/12/25 at 06:35,-,0,-1177450,-6.88
18183246,4657750,5003750,26/12/25 at 07:14,-,0,-346000,-6.91
18398794,7202350,7744450,28/12/25 at 06:36,-,0,-542100,-7.0
18261211,13769450,14809100,26/12/25 at 06:37,-,0,-1039650,-7.02
18342330,51124850,55000000,26/12/25 at 15:06,-,0,-3875150,-7.05
18483868,6587000,7089050,28/12/25 at 06:54,-,0,-502050,-7.08
18551826,16199650,17436500,27/12/25 at 06:55,-,0,-1236850,-7.09
18201522,3848550,4143550,28/12/25 at 07:29,-,0,-295000,-7.12
18288494,4047550,4358000,28/12/25 at 07:07,-,0,-310450,-7.12
18467752,116093200,125000000,26/12/25 at 21:59,-,0,-8906800,-7.13
18341497,5149050,5548700,26/12/25 at 07:19,-,0,-399650,-7.2
18356821,9722950,10482750,28/12/25 at 07:08,-,0,-759800,-7.25
18359644,25460800,27455200,27/12/25 at 06:47,-,0,-1994400,-7.26
18178599,10858750,11711750,26/12/25 at 07:28,-,0,-853000,-7.28
18350528,15398150,16627400,27/12/25 at 06:55,-,0,-1229250,-7.39
18194470,4337600,4684450,26/12/25 at 06:46,-,0,-346850,-7.4
18190011,26445600,28603900,28/12/25 at 07:07,-,0,-2158300,-7.55
18416738,14362700,15546200,28/12/25 at 07:09,-,0,-1183500,-7.61
18369715,22633100,24500000,26/12/25 at 20:35,-,0,-1866900,-7.62
18438422,5742900,6217600,26/12/25 at 06:31,-,0,-474700,-7.63
18068750,27711100,30000000,28/12/25 at 13:29,-,0,-2288900,-7.63
18386406,5067050,5490200,28/12/25 at 06:39,-,0,-423150,-7.71
18210303,18894350,20487500,26/12/25 at 07:35,-,0,-1593150,-7.78
18050122,14394100,15613850,28/12/25 at 07:10,-,0,-1219750,-7.81
18417478,5036250,5463300,26/12/25 at 06:31,-,0,-427050,-7.82
18565678,44777250,48633750,28/12/25 at 07:31,-,0,-3856500,-7.93
18236238,10130800,11007150,26/12/25 at 06:43,-,0,-876350,-7.96
18305030,34245150,37210950,27/12/25 at 07:24,-,0,-2965800,-7.97
18068254,45988250,50000000,26/12/25 at 09:13,-,0,-4011750,-8.02
18447413,14370100,15649200,26/12/25 at 07:05,-,0,-1279100,-8.17
18342379,50157050,54671600,27/12/25 at 07:04,-,0,-4514550,-8.26
18343784,68749750,75000000,28/12/25 at 13:13,-,0,-6250250,-8.33
18402534,12346900,13468400,27/12/25 at 06:57,-,0,-1121500,-8.33
18580463,22666400,24744400,28/12/25 at 07:17,-,0,-2078000,-8.4
18334995,16190100,17679450,26/12/25 at 06:58,-,0,-1489350,-8.42
18505205,43492250,47500000,27/12/25 at 06:50,-,0,-4007750,-8.44
18655500,29702750,32500000,Today at 18:58,-,0,-2797250,-8.61
18203588,3867750,4232350,26/12/25 at 06:40,-,0,-364600,-8.61
18520875,12141800,13286550,26/12/25 at 06:30,-,0,-1144750,-8.62
18315155,20386950,22313700,28/12/25 at 07:32,-,0,-1926750,-8.63
18344280,48994550,53635050,27/12/25 at 06:30,-,0,-4640500,-8.65
18216236,3088100,3384600,26/12/25 at 06:44,-,0,-296500,-8.76
18310038,58070950,63683350,27/12/25 at 06:41,-,0,-5612400,-8.81
18486502,22790050,25000000,27/12/25 at 23:16,-,0,-2209950,-8.84
18178765,6735600,7389350,28/12/25 at 07:02,-,0,-653750,-8.85
18500093,8690350,9541900,27/12/25 at 07:11,-,0,-851550,-8.92
18001057,3225450,3555750,28/12/25 at 07:07,-,0,-330300,-9.29
18426580,41103450,45320750,26/12/25 at 06:35,-,0,-4217300,-9.31
18629189,18920000,20872950,27/12/25 at 06:49,-,0,-1952950,-9.36
18466683,19244200,21243950,27/12/25 at 06:31,-,0,-1999750,-9.41
18373713,31699700,34998250,28/12/25 at 07:07,-,0,-3298550,-9.42
18170654,33729650,37253400,28/12/25 at 07:04,-,0,-3523750,-9.46
18431166,8728850,9640950,26/12/25 at 07:14,-,0,-912100,-9.46
18268989,15809200,17482650,26/12/25 at 07:11,-,0,-1673450,-9.57
18435624,15749200,17434650,27/12/25 at 06:57,-,0,-1685450,-9.67
18424055,22015700,24392400,28/12/25 at 07:37,-,0,-2376700,-9.74
18387729,17059600,18923550,26/12/25 at 06:41,-,0,-1863950,-9.85
18527856,9012050,10000000,26/12/25 at 20:02,-,0,-987950,-9.88
18457563,14154050,15724550,27/12/25 at 06:30,-,0,-1570500,-9.99
18263027,5038400,5600900,26/12/25 at 07:17,-,0,-562500,-10.04
18065702,28621050,31843600,28/12/25 at 06:47,-,0,-3222550,-10.12
18402550,11489200,12792200,26/12/25 at 07:41,-,0,-1303000,-10.19
18123817,2329250,2595350,28/12/25 at 07:11,-,0,-266100,-10.25
18479358,5659950,6307150,28/12/25 at 07:43,-,0,-647200,-10.26
18321378,26293550,29303550,26/12/25 at 06:29,-,0,-3010000,-10.27
18370321,27741000,30924800,26/12/25 at 07:02,-,0,-3183800,-10.3
18381712,4277500,4770150,26/12/25 at 06:39,-,0,-492650,-10.33
18416329,9536700,10637000,26/12/25 at 07:08,-,0,-1100300,-10.34
18411709,15160100,16920850,27/12/25 at 07:21,-,0,-1760750,-10.41
18530622,20116900,22500000,26/12/25 at 16:47,-,0,-2383100,-10.59
18565198,20448550,22873200,27/12/25 at 06:31,-,0,-2424650,-10.6
18207944,3549800,3976950,26/12/25 at 06:31,-,0,-427150,-10.74
18082614,35903350,40262900,26/12/25 at 07:14,-,0,-4359550,-10.83
18502031,17830550,20000000,26/12/25 at 10:55,-,0,-2169450,-10.85
18068069,2390950,2683700,27/12/25 at 06:31,-,0,-292750,-10.91
18134017,3974550,4462500,26/12/25 at 06:34,-,0,-487950,-10.93
18314482,8350400,9380250,28/12/25 at 06:37,-,0,-1029850,-10.98
18463719,70008050,78673150,28/12/25 at 07:36,-,0,-8665100,-11.01
18455922,8615100,9699500,27/12/25 at 07:27,-,0,-1084400,-11.18
18077606,4131100,4650850,26/12/25 at 06:30,-,0,-519750,-11.18
18063058,44351100,50000000,29/12/25 at 09:18,-,0,-5648900,-11.3
18431264,28751900,32430900,26/12/25 at 07:29,-,0,-3679000,-11.34
18298034,51012100,57579650,28/12/25 at 06:38,-,0,-6567550,-11.41
18484574,36329900,41020500,27/12/25 at 06:32,-,0,-4690600,-11.43
18433730,14776800,16686000,27/12/25 at 06:36,-,0,-1909200,-11.44
18402685,11054950,12487650,27/12/25 at 06:31,-,0,-1432700,-11.47
18406079,45059250,50901650,27/12/25 at 06:39,-,0,-5842400,-11.48
18113895,22022900,24887750,26/12/25 at 07:18,-,0,-2864850,-11.51
18481681,14965150,16918300,26/12/25 at 07:22,-,0,-1953150,-11.54
18323359,55354400,62618400,27/12/25 at 07:02,-,0,-7264000,-11.6
18435598,4740850,5365800,27/12/25 at 06:56,-,0,-624950,-11.65
18413275,7269000,8228300,28/12/25 at 07:23,-,0,-959300,-11.66
17985071,20976500,23748350,26/12/25 at 07:25,-,0,-2771850,-11.67
18396694,7315800,8286950,28/12/25 at 07:35,-,0,-971150,-11.72
18127808,6229000,7056200,27/12/25 at 07:09,-,0,-827200,-11.72
18053094,18449500,20947150,27/12/25 at 06:59,-,0,-2497650,-11.92
18181858,24958900,28353500,27/12/25 at 06:50,-,0,-3394600,-11.97
18554334,37246000,42337500,28/12/25 at 07:09,-,0,-5091500,-12.03
18076518,11383800,12942500,28/12/25 at 07:35,-,0,-1558700,-12.04
18088443,28456700,32365100,26/12/25 at 07:26,-,0,-3908400,-12.08
18437873,11625700,13229250,26/12/25 at 06:34,-,0,-1603550,-12.12
18367847,10661850,12131800,26/12/25 at 06:29,-,0,-1469950,-12.12
18584157,27052300,30844350,27/12/25 at 07:19,-,0,-3792050,-12.29
18406089,5344650,6105850,28/12/25 at 07:02,-,0,-761200,-12.47
18584771,15001900,17140500,26/12/25 at 06:37,-,0,-2138600,-12.48
18596159,120319600,137500000,28/12/25 at 02:04,-,0,-17180400,-12.49
18390778,20247550,23272900,27/12/25 at 07:20,-,0,-3025350,-13.0
18265680,44090600,50756100,28/12/25 at 06:43,-,0,-6665500,-13.13
18122276,8309550,9593550,26/12/25 at 06:41,-,0,-1284000,-13.38
18201260,11450950,13226550,28/12/25 at 06:58,-,0,-1775600,-13.42
18404724,30066100,34734150,27/12/25 at 06:31,-,0,-4668050,-13.44
18282783,11430800,13207600,28/12/25 at 06:50,-,0,-1776800,-13.45
18472559,6452800,7461300,27/12/25 at 06:34,-,0,-1008500,-13.52
18377181,37171600,42989100,26/12/25 at 07:36,-,0,-5817500,-13.53
18085380,18951850,21923500,28/12/25 at 07:14,-,0,-2971650,-13.55
18052103,28456700,32944400,27/12/25 at 07:11,-,0,-4487700,-13.62
18219455,18093200,20954500,27/12/25 at 06:56,-,0,-2861300,-13.65
18610684,172582750,200000000,26/12/25 at 06:11,-,0,-27417250,-13.71
18329848,9520300,11037100,27/12/25 at 06:33,-,0,-1516800,-13.74
18248504,4301500,4988250,26/12/25 at 06:31,-,0,-686750,-13.77
18181553,36961850,42969550,26/12/25 at 07:17,-,0,-6007700,-13.98
18305507,14725950,17125800,26/12/25 at 07:30,-,0,-2399850,-14.01
18436860,10507050,12221400,27/12/25 at 06:34,-,0,-1714350,-14.03
18029083,4572050,5318750,26/12/25 at 07:27,-,0,-746700,-14.04
18306904,5008250,5839350,26/12/25 at 06:31,-,0,-831100,-14.23
18211771,6704050,7816200,28/12/25 at 07:09,-,0,-1112150,-14.23
18508125,8377500,9769100,26/12/25 at 06:45,-,0,-1391600,-14.24
18423518,5103700,5954350,26/12/25 at 06:57,-,0,-850650,-14.29
18374597,3244100,3802250,26/12/25 at 07:06,-,0,-558150,-14.68
18095325,213241700,250000000,26/12/25 at 10:14,-,0,-36758300,-14.7
18133143,8787300,10303650,26/12/25 at 06:38,-,0,-1516350,-14.72
18380306,5072750,5951900,27/12/25 at 06:34,-,0,-879150,-14.77
18318998,13307950,15645000,26/12/25 at 06:40,-,0,-2337050,-14.94
18504696,6286600,7391000,28/12/25 at 07:23,-,0,-1104400,-14.94
18441079,76781750,90450800,27/12/25 at 07:01,-,0,-13669050,-15.11
18417657,4381000,5164600,28/12/25 at 07:19,-,0,-783600,-15.17
18012928,4157450,4906150,26/12/25 at 07:11,-,0,-748700,-15.26
18332698,10167000,11998700,26/12/25 at 06:35,-,0,-1831700,-15.27
18309933,4862150,5744850,26/12/25 at 06:34,-,0,-882700,-15.37
18479190,8335250,9859950,26/12/25 at 07:10,-,0,-1524700,-15.46
18585870,27411850,32465450,27/12/25 at 06:57,-,0,-5053600,-15.57
18316675,4339350,5141750,27/12/25 at 06:56,-,0,-802400,-15.61
18545372,9422000,11174500,27/12/25 at 07:14,-,0,-1752500,-15.68
18382414,21863150,25944150,26/12/25 at 07:01,-,0,-4081000,-15.73
18249608,4641450,5516250,26/12/25 at 07:04,-,0,-874800,-15.86
18189528,2870300,3412500,27/12/25 at 07:01,-,0,-542200,-15.89
18120347,6002400,7136950,27/12/25 at 06:28,-,0,-1134550,-15.9
18216016,22295650,26528300,27/12/25 at 07:12,-,0,-4232650,-15.96
18396810,31528450,37531950,27/12/25 at 06:47,-,0,-6003500,-16.0
18433902,55591200,66250000,27/12/25 at 13:55,-,0,-10658800,-16.09
18170442,3549800,4230750,26/12/25 at 07:39,-,0,-680950,-16.1
18317262,25065900,29881800,27/12/25 at 06:52,-,0,-4815900,-16.12
18073464,4575250,5462600,26/12/25 at 07:26,-,0,-887350,-16.24
18384234,4550500,5437900,26/12/25 at 07:32,-,0,-887400,-16.32
18422152,104464550,125000000,27/12/25 at 16:45,-,0,-20535450,-16.43
18392367,46889850,56120350,27/12/25 at 06:42,-,0,-9230500,-16.45
18538033,17506250,20965800,27/12/25 at 06:40,-,0,-3459550,-16.5
18383567,37487700,44934900,27/12/25 at 06:50,-,0,-7447200,-16.57
18118347,11450950,13734350,26/12/25 at 07:11,-,0,-2283400,-16.63
18308142,4879650,5877900,27/12/25 at 06:28,-,0,-998250,-16.98
18321296,28652900,34602200,26/12/25 at 06:57,-,0,-5949300,-17.19
18496788,6387750,7714750,28/12/25 at 06:59,-,0,-1327000,-17.2
18462803,20603500,24902050,26/12/25 at 06:49,-,0,-4298550,-17.26
18157452,41361800,50000000,26/12/25 at 20:06,-,0,-8638200,-17.28
18249490,4930100,5968150,26/12/25 at 07:16,-,0,-1038050,-17.39
18539450,96891900,117500000,26/12/25 at 15:06,-,0,-20608100,-17.54
18165996,11450950,13894100,27/12/25 at 07:14,-,0,-2443150,-17.58
18397279,21241350,25782550,26/12/25 at 06:30,-,0,-4541200,-17.61
18512569,7291000,8852100,26/12/25 at 07:15,-,0,-1561100,-17.64
18414681,8105200,9840750,26/12/25 at 06:34,-,0,-1735550,-17.64
18523633,21073500,25596000,27/12/25 at 07:06,-,0,-4522500,-17.67
18480323,43861200,53407450,27/12/25 at 06:30,-,0,-9546250,-17.87
18346986,13800900,16810000,27/12/25 at 07:18,-,0,-3009100,-17.9
18326462,26917550,32787950,27/12/25 at 06:42,-,0,-5870400,-17.9
18451668,8079850,9847800,27/12/25 at 07:09,-,0,-1767950,-17.95
18520885,5693050,6940700,26/12/25 at 06:43,-,0,-1247650,-17.98
18160191,22492450,27500000,26/12/25 at 17:12,-,0,-5007550,-18.21
18360520,5156250,6305000,27/12/25 at 06:51,-,0,-1148750,-18.22
18273273,3840650,4698300,26/12/25 at 07:04,-,0,-857650,-18.25
18063494,61288200,75000000,27/12/25 at 05:34,-,0,-13711800,-18.28
18056096,28456700,34835900,27/12/25 at 06:40,-,0,-6379200,-18.31
18123043,14541650,17801150,26/12/25 at 07:07,-,0,-3259500,-18.31
18342155,26078200,31932450,28/12/25 at 07:25,-,0,-5854250,-18.33
18388177,6806200,8346650,27/12/25 at 06:46,-,0,-1540450,-18.46
18114458,8349400,10249600,26/12/25 at 06:32,-,0,-1900200,-18.54
18413192,54824500,67380750,26/12/25 at 06:33,-,0,-12556250,-18.63
18290137,43213650,53158100,27/12/25 at 06:42,-,0,-9944450,-18.71
18386339,22107200,27196900,27/12/25 at 06:34,-,0,-5089700,-18.71
18411067,4247750,5235250,27/12/25 at 06:30,-,0,-987500,-18.86
18038987,1828100,2253400,26/12/25 at 07:05,-,0,-425300,-18.87
18257453,14080350,17437900,26/12/25 at 06:33,-,0,-3357550,-19.25
18246134,108898550,135000000,27/12/25 at 16:47,-,0,-26101450,-19.33
18421340,5093900,6319000,27/12/25 at 07:04,-,0,-1225100,-19.39
18439958,6061850,7531500,28/12/25 at 06:50,-,0,-1469650,-19.51
18434399,104582050,130000000,26/12/25 at 06:10,-,0,-25417950,-19.55
18322905,14981750,18633750,26/12/25 at 07:03,-,0,-3652000,-19.6
18119281,2651350,3299800,26/12/25 at 07:36,-,0,-648450,-19.65
18417962,4862150,6055400,27/12/25 at 06:29,-,0,-1193250,-19.71
18540739,13066450,16322950,28/12/25 at 06:31,-,0,-3256500,-19.95
18118437,6905100,8639850,26/12/25 at 06:37,-,0,-1734750,-20.08
18332103,3488650,4376900,26/12/25 at 06:39,-,0,-888250,-20.29
18255566,9773650,12281950,28/12/25 at 06:34,-,0,-2508300,-20.42
18270780,3272050,4117050,27/12/25 at 06:30,-,0,-845000,-20.52
18277311,99057950,125000000,28/12/25 at 08:46,-,0,-25942050,-20.75
18568257,47311550,60000000,26/12/25 at 10:14,-,0,-12688450,-21.15
18111876,5599250,7121100,26/12/25 at 06:56,-,0,-1521850,-21.37
18530615,43213900,55000000,Today at 18:59,-,0,-11786100,-21.43
18417766,51049200,65000000,26/12/25 at 22:07,-,0,-13950800,-21.46
18218124,44991800,57500000,29/12/25 at 20:51,-,0,-12508200,-21.75
18441087,86724150,111000000,Today at 18:48,-,0,-24275850,-21.87
18126724,3187300,4105200,27/12/25 at 06:53,4.105.200 baht,0,-917900,-22.36
18379842,56147850,72500000,27/12/25 at 16:49,-,0,-16352150,-22.55
18268683,3752100,4851000,26/12/25 at 06:31,-,0,-1098900,-22.65
18502921,76774850,100000000,26/12/25 at 06:11,-,0,-23225150,-23.23
18328449,8187100,10717850,26/12/25 at 07:08,-,0,-2530750,-23.61
18358717,38195450,50023550,27/12/25 at 07:24,-,0,-11828100,-23.65
17985449,1836800,2420250,26/12/25 at 07:07,-,0,-583450,-24.11
18356157,8350400,11029700,26/12/25 at 07:42,-,0,-2679300,-24.29
18635900,66123950,87500000,Today at 17:45,-,0,-21376050,-24.43
18012223,5424800,7198250,27/12/25 at 07:31,-,0,-1773450,-24.64
18250052,108041050,145000000,27/12/25 at 16:48,-,0,-36958950,-25.49
18115080,52849950,71000000,26/12/25 at 15:26,-,0,-18150050,-25.56
17986958,5571900,7546850,26/12/25 at 06:54,-,0,-1974950,-26.17
18053572,1890800,2567750,26/12/25 at 06:33,-,0,-676950,-26.36
18611065,25690000,35000000,Today at 18:56,-,0,-9310000,-26.6
18592687,58599950,80000000,28/12/25 at 02:03,-,0,-21400050,-26.75
18322606,3772750,5156000,26/12/25 at 07:24,-,0,-1383250,-26.83
18564413,43700250,60000000,31/12/25 at 16:51,-,0,-16299750,-27.17
18431693,92779550,130000000,26/12/25 at 06:10,-,0,-37220450,-28.63
18232031,13982250,19627400,26/12/25 at 06:36,-,0,-5645150,-28.76
18295583,7550100,10643850,26/12/25 at 06:54,-,0,-3093750,-29.07
18183681,6194000,8794100,26/12/25 at 07:27,-,0,-2600100,-29.57
18543360,131203850,187500000,27/12/25 at 10:22,-,0,-56296150,-30.02
18162828,4531100,6565750,28/12/25 at 07:12,-,0,-2034650,-30.99
18433195,25843850,37500000,26/12/25 at 18:24,-,0,-11656150,-31.08
18275973,10331800,15000000,27/12/25 at 21:03,-,0,-4668200,-31.12
18528461,78334700,115000000,27/12/25 at 13:56,-,0,-36665300,-31.88
18531872,23767450,35000000,26/12/25 at 15:06,-,0,-11232550,-32.09
18290467,131689750,195000000,27/12/25 at 16:48,-,0,-63310250,-32.47
18603150,60195050,90000000,26/12/25 at 08:23,-,0,-29804950,-33.12
18561089,66417850,100000000,26/12/25 at 06:12,-,0,-33582150,-33.58
18539615,78005700,117500000,28/12/25 at 02:04,-,0,-39494300,-33.61
18550797,66321100,100000000,28/12/25 at 13:22,-,0,-33678900,-33.68
18163329,1912700,2885400,26/12/25 at 06:39,-,0,-972700,-33.71
18335192,3292250,4967500,26/12/25 at 06:41,-,0,-1675250,-33.72
18455584,10441850,15845000,26/12/25 at 07:18,-,0,-5403150,-34.1
18498794,65876750,100000000,26/12/25 at 06:11,-,0,-34123250,-34.12
18099469,8009400,12195750,26/12/25 at 07:16,-,0,-4186350,-34.33
18055331,251852250,390000000,Today at 23:39,-,0,-138147750,-35.42
18056287,2337250,3626050,26/12/25 at 06:47,-,0,-1288800,-35.54
18213117,93409850,145000000,31/12/25 at 06:50,-,0,-51590150,-35.58
18130015,8745050,13700200,27/12/25 at 06:32,-,0,-4955150,-36.17
18435522,84945750,133333350,26/12/25 at 14:10,133.333.350 baht,0,-48387600,-36.29
18262396,56990350,90000000,27/12/25 at 13:55,-,0,-33009650,-36.68
18573260,15814600,25000000,27/12/25 at 19:33,-,0,-9185400,-36.74
18447761,94752850,150000000,26/12/25 at 06:11,-,0,-55247150,-36.83
18119030,86810350,140000000,28/12/25 at 22:17,-,0,-53189650,-37.99
18520319,60672150,98750000,27/12/25 at 13:55,-,0,-38077850,-38.56
18000757,2707850,4473200,27/12/25 at 06:52,-,0,-1765350,-39.47
18024499,120741450,199999950,26/12/25 at 22:21,-,0,-79258500,-39.63
18180510,44991800,75000000,27/12/25 at 22:14,-,0,-30008200,-40.01
18153158,74739550,125000000,31/12/25 at 19:40,-,0,-50260450,-40.21
18599446,35489850,60000000,26/12/25 at 06:09,-,0,-24510150,-40.85
18178169,2441500,4193950,26/12/25 at 07:16,-,0,-1752450,-41.79
18478455,109033000,187500000,27/12/25 at 19:32,-,0,-78467000,-41.85
18291062,496180350,875000000,27/12/25 at 05:34,-,0,-378819650,-43.29
18318888,103380200,185000000,27/12/25 at 12:52,-,0,-81619800,-44.12
18328811,137987550,247500000,26/12/25 at 21:31,-,0,-109512450,-44.25
18508558,38003650,68663000,29/12/25 at 23:22,-,0,-30659350,-44.65
18527233,47084000,87500000,27/12/25 at 22:16,-,0,-40416000,-46.19
18696883,36951500,68750000,26/12/25 at 18:51,-,0,-31798500,-46.25
18592625,116136300,220000000,Today at 20:33,-,0,-103863700,-47.21
18012343,1749150,3318000,26/12/25 at 06:33,-,0,-1568850,-47.28
18128439,7746200,14724100,28/12/25 at 06:32,-,0,-6977900,-47.39
18571850,30997950,60000000,26/12/25 at 06:10,-,0,-29002050,-48.34
18579184,25295700,50000000,27/12/25 at 19:32,-,0,-24704300,-49.41
18672270,18962500,37500000,26/12/25 at 18:23,-,0,-18537500,-49.43
18518461,15078850,30000000,26/12/25 at 15:06,-,0,-14921150,-49.74
18355244,68754500,137500000,29/12/25 at 08:39,-,0,-68745500,-50.0
18605897,56373950,117500000,28/12/25 at 02:05,-,0,-61126050,-52.02
